Time, F.x, F.y, F.z, Key
28.4573, 0, -0, 0, X
28.4588, 0, -0, 0, X
28.5394, 0, -0, 0, X
28.5407, 0, -0, 0, X
28.5425, 0, -0, 0, X
28.5467, 0, -0, 0, X
28.5523, 0, -0, 0, X
28.5672, 0, -0, 0, X
28.5683, 0, -0, 0, X
28.6483, 0, -0, 0, X
28.6491, 0, -0, 0, X
28.6506, 0, -0, 0, X
28.6665, 0, -0, 0, X
28.6678, 0, -0, 0, X
28.7484, 0, -0, 0, X
28.7494, 0, -0, 0, X
28.7507, 0, -0, 0, X
28.7683, 0, -0, 0, X
28.7691, 0, -0, 0, X
28.8537, 0, -0, 0, X
28.8547, 0, -0, 0, X
28.8556, 0, -0, 0, X
28.8609, 0, -0, 0, X
28.8778, 0, -0, 0, X
28.8789, 0, -0, 0, X
28.9256, 0, -0, 0, X
28.9268, 0, -0, 0, X
28.9281, 0, -0, 0, X
28.9453, 0, -0, 0, X
28.9469, 0, -0, 0, X
28.9919, 0, -0, 0, X
28.9935, 0, -0, 0, X
28.9952, 0, -0, 0, X
29.0128, 0, -0, 0, X
29.0137, 0, -0, 0, X
29.052, 0, -0, 0, X
29.0529, 0, -0, 0, X
29.0544, 0, -0, 0, X
29.07, 0, -0, 0, X
29.0711, 0, -0, 0, X
29.1086, 0, -0, 0, X
29.1095, 0, -0, 0, X
29.1114, 0, -0, 0, X
29.1278, 0, -0, 0, X
29.1291, 0, -0, 0, X
29.1631, 0, -0, 0, X
29.164, 0, -0, 0, X
29.1651, 0, -0, 0, X
29.1701, 0, -0, 0, X
29.1861, 0, -0, 0, X
29.1869, 0, -0, 0, X
29.219, 0, -0, 0, X
29.2205, 0, -0, 0, X
29.222, 0, -0, 0, X
29.2373, 0, -0, 0, X
29.2388, 0, -0, 0, X
29.2731, 0, -0, 0, X
29.274, 0, -0, 0, X
29.2759, 0, -0, 0, X
29.2952, 0, -0, 0, X
29.296, 0, -0, 0, X
29.3281, 0, -0, 0, X
29.3295, 0, -0, 0, X
29.3311, 0, -0, 0, X
29.3482, 0, -0, 0, X
29.349, 0, -0, 0, X
29.3832, 0, -0, 0, X
29.3845, 0, -0, 0, X
29.3861, 0, -0, 0, X
29.4025, 0, -0, 0, X
29.4034, 0, -0, 0, X
29.4372, 0, -0, 0, X
29.438, 0, -0, 0, X
29.4397, 0, -0, 0, X
29.4541, 0.00287698, -0.000642135, 0.00269394, X
29.4551, 0.00287698, -0.000642135, 0.00269394, X
29.4895, 0.00287466, -0.000641541, 0.00269657, X
29.4907, 0.00287466, -0.000641541, 0.00269657, X
29.492, 0.00287466, -0.000641541, 0.00269657, X
29.4987, 0.00287466, -0.000641541, 0.00269657, X
29.5138, 0.00539206, -0.00120267, 0.00505397, X
29.5148, 0.00539206, -0.00120267, 0.00505397, X
29.5443, 0.00539348, -0.00119494, 0.00505429, X
29.5453, 0.00539348, -0.00119494, 0.00505429, X
29.5467, 0.00539348, -0.00119494, 0.00505429, X
29.5629, 0.00801924, -0.00177668, 0.00751492, X
29.5641, 0.00801924, -0.00177668, 0.00751492, X
29.5965, 0.0080097, -0.00177538, 0.0075254, X
29.5975, 0.0080097, -0.00177538, 0.0075254, X
29.599, 0.00801924, -0.00177668, 0.00751492, X
29.6162, 0.0100658, -0.00223111, 0.00945714, X
29.6173, 0.0100658, -0.00223111, 0.00945714, X
29.6467, 0.0100705, -0.00222654, 0.00945317, X
29.6476, 0.0100705, -0.00222654, 0.00945317, X
29.6492, 0.0100731, -0.00221211, 0.00945377, X
29.6652, 0.0126645, -0.00278119, 0.0118858, X
29.6661, 0.0126645, -0.00278119, 0.0118858, X
29.6965, 0.012666, -0.0027988, 0.0118801, X
29.6973, 0.012666, -0.0027988, 0.0118801, X
29.6989, 0.012666, -0.0027988, 0.0118801, X
29.7152, 0.0146318, -0.00323317, 0.0137239, X
29.7163, 0.0146318, -0.00323317, 0.0137239, X
29.7449, 0.0146144, -0.00323079, 0.013743, X
29.746, 0.0146144, -0.00323079, 0.013743, X
29.7476, 0.0146144, -0.00323079, 0.013743, X
29.7631, 0.016088, -0.00358054, 0.0151317, X
29.7641, 0.016088, -0.00358054, 0.0151317, X
29.7956, 0.016088, -0.00358054, 0.0151317, X
29.7963, 0.016088, -0.00358054, 0.0151317, X
29.7974, 0.016088, -0.00358054, 0.0151317, X
29.8017, 0.016088, -0.00358054, 0.0151317, X
29.817, 0.0181785, -0.0040458, 0.017098, X
29.8178, 0.0181785, -0.0040458, 0.017098, X
29.8486, 0.0181568, -0.00404281, 0.0171217, X
29.8501, 0.0181616, -0.00401678, 0.0171228, X
29.8513, 0.0181616, -0.00401678, 0.0171228, X
29.8661, 0.0196437, -0.00434405, 0.0185532, X
29.867, 0.0196437, -0.00434405, 0.0185532, X
29.8956, 0.0196385, -0.0043722, 0.0185521, X
29.8964, 0.0196385, -0.0043722, 0.0185521, X
29.8979, 0.0196385, -0.0043722, 0.0185521, X
29.9141, 0.0207356, -0.00461645, 0.0195884, X
29.915, 0.0207356, -0.00461645, 0.0195884, X
29.9438, 0.0207356, -0.00461645, 0.0195884, X
29.9452, 0.0207356, -0.00461645, 0.0195884, X
29.9464, 0.0207356, -0.00461645, 0.0195884, X
29.9647, 0.0214983, -0.00478843, 0.0203615, X
29.9663, 0.0214983, -0.00478843, 0.0203615, X
29.9967, 0.0214983, -0.00478843, 0.0203615, X
29.9976, 0.0214983, -0.00478843, 0.0203615, X
29.9992, 0.0214983, -0.00478843, 0.0203615, X
30.014, 0.0220271, -0.00490621, 0.0208623, X
30.0153, 0.0220271, -0.00490621, 0.0208623, X
30.0457, 0.0220271, -0.00490621, 0.0208623, X
30.0465, 0.0220271, -0.00490621, 0.0208623, X
30.0479, 0.0220271, -0.00490621, 0.0208623, X
30.0631, 0.022354, -0.00497902, 0.0211719, X
30.0641, 0.022354, -0.00497902, 0.0211719, X
30.0939, 0.022354, -0.00497902, 0.0211719, X
30.0949, 0.022354, -0.00497902, 0.0211719, X
30.0962, 0.022354, -0.00497902, 0.0211719, X
30.113, 0.0224795, -0.00500924, 0.0213458, X
30.1143, 0.0224735, -0.00504147, 0.0213444, X
30.1433, 0.0224795, -0.00500924, 0.0213458, X
30.1445, 0.0224795, -0.00500924, 0.0213458, X
30.1455, 0.0224795, -0.00500924, 0.0213458, X
30.1508, 0.0224735, -0.00504147, 0.0213444, X
30.1649, 0.0224481, -0.00500226, 0.021316, X
30.1663, 0.0224481, -0.00500226, 0.021316, X
30.1969, 0.0224422, -0.00503444, 0.0213147, X
30.1977, 0.0224422, -0.00503444, 0.0213147, X
30.1989, 0.0224422, -0.00503444, 0.0213147, X
30.2132, 0.0222935, -0.00500108, 0.0211734, X
30.2146, 0.0222935, -0.00500108, 0.0211734, X
30.2449, 0.0222666, -0.00499732, 0.0212026, X
30.2456, 0.0222666, -0.00499732, 0.0212026, X
30.2471, 0.0222666, -0.00499732, 0.0212026, X
30.2615, 0.0220099, -0.00493971, 0.0209581, X
30.2627, 0.0220099, -0.00493971, 0.0209581, X
30.2919, 0.0220099, -0.00493971, 0.0209581, X
30.2931, 0.0220099, -0.00493971, 0.0209581, X
30.2946, 0.0220099, -0.00493971, 0.0209581, X
30.3107, 0.0216684, -0.00486307, 0.020633, X
30.3118, 0.0216684, -0.00486307, 0.020633, X
30.3418, 0.0216768, -0.00486213, 0.0206244, X
30.3433, 0.0216768, -0.00486213, 0.0206244, X
30.3447, 0.0216768, -0.00486213, 0.0206244, X
30.3595, 0.0212827, -0.00477373, 0.0202495, X
30.3607, 0.0212827, -0.00477373, 0.0202495, X
30.3909, 0.0212827, -0.00477373, 0.0202495, X
30.3917, 0.0212827, -0.00477373, 0.0202495, X
30.3927, 0.0212827, -0.00477373, 0.0202495, X
30.4029, 0.0208394, -0.00467431, 0.0198277, X
30.4045, 0.0208394, -0.00467431, 0.0198277, X
30.4329, 0.0208394, -0.00467431, 0.0198277, X
30.4336, 0.0208394, -0.00467431, 0.0198277, X
30.4346, 0.0208394, -0.00467431, 0.0198277, X
30.446, 0.0203554, -0.00456575, 0.0193672, X
30.4468, 0.0203554, -0.00456575, 0.0193672, X
30.475, 0.0203554, -0.00456575, 0.0193672, X
30.4758, 0.0203554, -0.00456575, 0.0193672, X
30.4765, 0.0203554, -0.00456575, 0.0193672, X
30.4778, 0.0203554, -0.00456575, 0.0193672, X
30.4887, 0.019819, -0.00444543, 0.0188568, X
30.4903, 0.019819, -0.00444543, 0.0188568, X
30.519, 0.019819, -0.00444543, 0.0188568, X
30.5199, 0.019819, -0.00444543, 0.0188568, X
30.5211, 0.019819, -0.00444543, 0.0188568, X
30.5331, 0.0197534, -0.00441963, 0.0187777, A
30.5338, 0.0197534, -0.00441963, 0.0187777, A
30.5632, 0.0197772, -0.00442295, 0.0187518, A
30.564, 0.0197772, -0.00442295, 0.0187518, A
30.5651, 0.0197772, -0.00442295, 0.0187518, A
30.5763, 0.0196107, -0.00438373, 0.018546, A
30.578, 0.0196107, -0.00438373, 0.018546, A
30.607, 0.0196182, -0.00438288, 0.0185383, A
30.6078, 0.0196182, -0.00438288, 0.0185383, A
30.6088, 0.0196182, -0.00438288, 0.0185383, A
30.6195, 0.0198503, -0.00443218, 0.0187426, A
30.6211, 0.0198503, -0.00443218, 0.0187426, A
30.6511, 0.0198213, -0.00445724, 0.0187674, A
30.6518, 0.0198213, -0.00445724, 0.0187674, A
30.653, 0.0198265, -0.00442886, 0.0187685, A
30.6651, 0.0203409, -0.00457408, 0.0192593, A
30.6661, 0.0203409, -0.00457408, 0.0192593, A
30.6943, 0.0203296, -0.00454065, 0.0192791, A
30.6955, 0.0203242, -0.00456976, 0.0192779, A
30.697, 0.0203242, -0.00456976, 0.0192779, X
30.7089, 0.0215622, -0.0048481, 0.0204521, X
30.7097, 0.0215622, -0.0048481, 0.0204521, X
30.7372, 0.0215762, -0.00481629, 0.0204449, X
30.7382, 0.0215762, -0.00481629, 0.0204449, X
30.7395, 0.0215964, -0.00485082, 0.0204154, X
30.7512, 0.0229177, -0.00511575, 0.0217161, X
30.7521, 0.0229177, -0.00511575, 0.0217161, X
30.7823, 0.0229177, -0.00511575, 0.0217161, X
30.7837, 0.0229177, -0.00511575, 0.0217161, X
30.7843, 0.0229177, -0.00511575, 0.0217161, X
30.7855, 0.0229177, -0.00511575, 0.0217161, X
30.7979, 0.0238825, -0.00533111, 0.0226302, X
30.7986, 0.0238825, -0.00533111, 0.0226302, X
30.8262, 0.0238474, -0.00536123, 0.0226601, X
30.8271, 0.0238538, -0.00532708, 0.0226615, X
30.8281, 0.0238538, -0.00532708, 0.0226615, X
30.8393, 0.0245983, -0.00549336, 0.0233688, X
30.8406, 0.0245983, -0.00549336, 0.0233688, X
30.8708, 0.0245622, -0.00552438, 0.0233995, X
30.8715, 0.0245687, -0.00548921, 0.023401, X
30.8732, 0.0245687, -0.00548921, 0.023401, X
30.8848, 0.0251628, -0.00565948, 0.0239718, X
30.8866, 0.0251695, -0.00562345, 0.0239732, X
30.9153, 0.0251726, -0.00565838, 0.0239618, X
30.9161, 0.0251726, -0.00565838, 0.0239618, X
30.9171, 0.0251726, -0.00565838, 0.0239618, X
30.9292, 0.0261917, -0.00588485, 0.0248677, X
30.9304, 0.0261602, -0.00588039, 0.024902, X
30.9588, 0.0261602, -0.00588039, 0.024902, X
30.9596, 0.0261602, -0.00588039, 0.024902, X
30.9606, 0.0261602, -0.00588039, 0.024902, X
30.9721, 0.0269314, -0.00605375, 0.0256361, X
30.973, 0.0269314, -0.00605375, 0.0256361, X
31.0002, 0.0268989, -0.00604915, 0.0256713, X
31.001, 0.0268989, -0.00604915, 0.0256713, X
31.002, 0.0268989, -0.00604915, 0.0256713, X
31.0141, 0.0275125, -0.00614611, 0.0262516, X
31.0149, 0.0275125, -0.00614611, 0.0262516, X
31.0443, 0.0275125, -0.00614611, 0.0262516, X
31.045, 0.0275125, -0.00614611, 0.0262516, X
31.0463, 0.0275052, -0.00618549, 0.02625, X
31.0582, 0.028004, -0.0062559, 0.0267205, X
31.0594, 0.0279965, -0.00629599, 0.0267189, X
31.0876, 0.028004, -0.0062559, 0.0267205, X
31.0884, 0.028004, -0.0062559, 0.0267205, X
31.089, 0.028004, -0.0062559, 0.0267205, X
31.0899, 0.028004, -0.0062559, 0.0267205, X
31.1007, 0.0283842, -0.00638317, 0.0270889, X
31.1018, 0.0283842, -0.00638317, 0.0270889, X
31.1306, 0.0283952, -0.00638193, 0.0270776, X
31.1314, 0.0283952, -0.00638193, 0.0270776, X
31.1324, 0.0283952, -0.00638193, 0.0270776, X
31.1456, 0.0291851, -0.00655946, 0.0278309, X
31.1473, 0.0291851, -0.00655946, 0.0278309, X
31.1787, 0.0292041, -0.00651641, 0.0278211, X
31.1799, 0.0292041, -0.00651641, 0.0278211, X
31.1821, 0.0292041, -0.00651641, 0.0278211, X
31.195, 0.030312, -0.00676062, 0.0288021, X
31.1961, 0.030312, -0.00676062, 0.0288021, X
31.225, 0.030312, -0.00676062, 0.0288021, X
31.2259, 0.030304, -0.00680397, 0.0288004, X
31.2271, 0.030304, -0.00680397, 0.0288004, X
31.2401, 0.0315857, -0.00704468, 0.0300123, X
31.2413, 0.0315857, -0.00704468, 0.0300123, X
31.2715, 0.0316016, -0.00708711, 0.0299856, X
31.2722, 0.0316016, -0.00708711, 0.0299856, X
31.2734, 0.0316016, -0.00708711, 0.0299856, X
31.2847, 0.0335607, -0.00752211, 0.031819, X
31.2863, 0.0335607, -0.00752211, 0.031819, X
31.3154, 0.0336138, -0.00752637, 0.0317618, X
31.3166, 0.0336138, -0.00752637, 0.0317618, X
31.3178, 0.0336138, -0.00752637, 0.0317618, X
31.3296, 0.0360419, -0.00807357, 0.0341441, X
31.3306, 0.0360419, -0.00807357, 0.0341441, X
31.3606, 0.0360081, -0.00801598, 0.0341933, X
31.3615, 0.0360081, -0.00801598, 0.0341933, X
31.3627, 0.0360081, -0.00801598, 0.0341933, X
31.3755, 0.0378097, -0.00847702, 0.0360042, X
31.3764, 0.0378097, -0.00847702, 0.0360042, X
31.4057, 0.0378097, -0.00847702, 0.0360042, X
31.4066, 0.0378097, -0.00847702, 0.0360042, X
31.4076, 0.0378097, -0.00847702, 0.0360042, X
31.4087, 0.0378197, -0.00842299, 0.0360064, X
31.4207, 0.0397497, -0.00891592, 0.0379494, X
31.422, 0.0397497, -0.00891592, 0.0379494, X
31.4508, 0.0397497, -0.00891592, 0.0379494, X
31.4516, 0.0397497, -0.00891592, 0.0379494, X
31.4529, 0.0397603, -0.00885909, 0.0379517, X
31.4648, 0.0412976, -0.00926719, 0.039529, X
31.4658, 0.0412976, -0.00926719, 0.039529, X
31.4934, 0.0413746, -0.00921341, 0.039461, X
31.4943, 0.0413746, -0.00921341, 0.039461, X
31.4957, 0.0413245, -0.00920632, 0.0395151, X
31.5078, 0.0431939, -0.00961854, 0.0411962, X
31.5088, 0.0431939, -0.00961854, 0.0411962, X
31.5367, 0.0431416, -0.00961114, 0.0412526, X
31.5376, 0.0431416, -0.00961114, 0.0412526, X
31.5392, 0.0431416, -0.00961114, 0.0412526, X
31.5508, 0.0446095, -0.0100046, 0.042665, X
31.5516, 0.0446095, -0.0100046, 0.042665, X
31.5807, 0.0446213, -0.00994079, 0.0426675, X
31.5822, 0.0446754, -0.00994844, 0.0426092, X
31.5835, 0.0446754, -0.00994844, 0.0426092, X
31.5952, 0.0458505, -0.0102829, 0.0438519, X
31.5961, 0.0458505, -0.0102829, 0.0438519, X
31.6247, 0.0458626, -0.0102173, 0.0438545, X
31.6261, 0.0458626, -0.0102173, 0.0438545, X
31.6272, 0.0458626, -0.0102173, 0.0438545, X
31.6394, 0.0468904, -0.0104261, 0.0448331, X
31.6405, 0.0468904, -0.0104261, 0.0448331, X
31.6698, 0.0468335, -0.010418, 0.0448944, X
31.6709, 0.0468335, -0.010418, 0.0448944, X
31.672, 0.0468335, -0.010418, 0.0448944, X
31.6838, 0.0476639, -0.0106028, 0.0456905, X
31.6857, 0.0476639, -0.0106028, 0.0456905, X
31.7141, 0.0476059, -0.0105946, 0.0457528, X
31.7151, 0.0476059, -0.0105946, 0.0457528, X
31.7157, 0.0476059, -0.0105946, 0.0457528, X
31.7173, 0.0476639, -0.0106028, 0.0456905, X
31.7293, 0.0482883, -0.0107464, 0.0464086, X
31.7303, 0.0482883, -0.0107464, 0.0464086, X
31.7588, 0.0482883, -0.0107464, 0.0464086, X
31.7597, 0.0482883, -0.0107464, 0.0464086, X
31.7608, 0.0482883, -0.0107464, 0.0464086, X
31.7731, 0.0488211, -0.0108439, 0.0469164, X
31.7741, 0.0488211, -0.0108439, 0.0469164, X
31.8028, 0.0488211, -0.0108439, 0.0469164, X
31.8037, 0.0487616, -0.0108355, 0.0469802, X
31.8049, 0.0488211, -0.0108439, 0.0469164, X
31.8169, 0.0491626, -0.0109246, 0.0473665, X
31.8178, 0.0491626, -0.0109246, 0.0473665, X
31.8461, 0.0492226, -0.0109331, 0.0473021, X
31.8474, 0.0491626, -0.0109246, 0.0473665, X
31.8495, 0.0491626, -0.0109246, 0.0473665, X
31.8618, 0.0494908, -0.0110664, 0.0475696, X
31.8631, 0.0495038, -0.0109956, 0.0475724, X
31.8913, 0.0495038, -0.0109956, 0.0475724, X
31.8923, 0.0495038, -0.0109956, 0.0475724, X
31.8935, 0.0495038, -0.0109956, 0.0475724, X
31.9054, 0.0496844, -0.0111096, 0.0477557, X
31.9065, 0.0496975, -0.0110386, 0.0477585, X
31.9332, 0.0496844, -0.0111096, 0.0477557, X
31.9346, 0.0496844, -0.0111096, 0.0477557, X
31.9359, 0.0496844, -0.0111096, 0.0477557, X
31.9495, 0.0497945, -0.0111343, 0.0478616, X
31.9509, 0.0497945, -0.0111343, 0.0478616, X
31.9819, 0.0498139, -0.0111321, 0.0478419, X
31.9832, 0.0498139, -0.0111321, 0.0478419, X
31.9848, 0.0498139, -0.0111321, 0.0478419, X
31.998, 0.0503505, -0.011252, 0.0483572, X
31.9986, 0.0503505, -0.011252, 0.0483572, X
32.0282, 0.05037, -0.0112497, 0.0483374, X
32.0296, 0.05037, -0.0112497, 0.0483374, X
32.0302, 0.05037, -0.0112497, 0.0483374, X
32.0312, 0.05037, -0.0112497, 0.0483374, X
32.0437, 0.0517401, -0.0115506, 0.0495242, X
32.0446, 0.0517401, -0.0115506, 0.0495242, X
32.0716, 0.0517401, -0.0115506, 0.0495242, X
32.0727, 0.0517401, -0.0115506, 0.0495242, X
32.0739, 0.0517401, -0.0115506, 0.0495242, X
32.0855, 0.0525861, -0.0117447, 0.050464, X
32.0866, 0.0525861, -0.0117447, 0.050464, X
32.1132, 0.0526704, -0.0117514, 0.0503744, X
32.1141, 0.0526704, -0.0117514, 0.0503744, X
32.115, 0.0526704, -0.0117514, 0.0503744, X
32.1264, 0.0543466, -0.0121183, 0.051936, X
32.1274, 0.0543466, -0.0121183, 0.051936, X
32.1562, 0.0542808, -0.012109, 0.052007, X
32.1572, 0.0542808, -0.012109, 0.052007, X
32.1586, 0.0542808, -0.012109, 0.052007, X
32.1705, 0.0555006, -0.0123811, 0.0531757, X
32.1714, 0.0555006, -0.0123811, 0.0531757, X
32.2012, 0.0554547, -0.012369, 0.0532264, X
32.2022, 0.0554547, -0.012369, 0.0532264, X
32.2034, 0.0554547, -0.012369, 0.0532264, X
32.2148, 0.0568813, -0.0126872, 0.0545957, X
32.2175, 0.0568813, -0.0126872, 0.0545957, X
32.2454, 0.0568172, -0.012654, 0.05467, X
32.2465, 0.0568172, -0.012654, 0.05467, X
32.2476, 0.0568172, -0.012654, 0.05467, X
32.2602, 0.0579155, -0.0128986, 0.0557268, X
32.261, 0.0579155, -0.0128986, 0.0557268, X
32.2894, 0.0578448, -0.0128885, 0.0558025, X
32.29, 0.0578448, -0.0128885, 0.0558025, X
32.2908, 0.0578448, -0.0128885, 0.0558025, X
32.3033, 0.0597138, -0.0132161, 0.0575937, X
32.3041, 0.0597138, -0.0132161, 0.0575937, X
32.3334, 0.0597138, -0.0132161, 0.0575937, X
32.3345, 0.0596981, -0.0133014, 0.0575904, X
32.3353, 0.0596981, -0.0133014, 0.0575904, X
32.3363, 0.0596981, -0.0133014, 0.0575904, X
32.3475, 0.0610521, -0.0136091, 0.0590486, X
32.3488, 0.0610521, -0.0136091, 0.0590486, X
32.3775, 0.061092, -0.0135191, 0.0590279, X
32.3784, 0.061076, -0.0136064, 0.0590245, X
32.3793, 0.061076, -0.0136064, 0.0590245, X
32.3908, 0.0627089, -0.0139701, 0.0606025, X
32.3921, 0.0627089, -0.0139701, 0.0606025, X
32.4202, 0.0627089, -0.0139701, 0.0606025, X
32.4209, 0.0627089, -0.0139701, 0.0606025, X
32.4219, 0.0627089, -0.0139701, 0.0606025, X
32.4329, 0.0640238, -0.0141679, 0.0618606, X
32.434, 0.064007, -0.0142593, 0.061857, X
32.4626, 0.0639845, -0.0142161, 0.0618902, X
32.4635, 0.0639845, -0.0142161, 0.0618902, X
32.4644, 0.0639845, -0.0142161, 0.0618902, X
32.4757, 0.066036, -0.0145738, 0.0638615, X
32.4768, 0.066036, -0.0145738, 0.0638615, X
32.5056, 0.0660187, -0.014668, 0.0638578, X
32.5064, 0.0660187, -0.014668, 0.0638578, X
32.5074, 0.0660187, -0.014668, 0.0638578, X
32.5198, 0.0675898, -0.0150171, 0.0653775, X
32.5208, 0.0675898, -0.0150171, 0.0653775, X
32.5514, 0.067513, -0.0149775, 0.0654659, X
32.5531, 0.0675395, -0.0149744, 0.0654392, X
32.5541, 0.0676224, -0.0149863, 0.0653509, X
32.5657, 0.0692875, -0.015362, 0.0671328, X
32.567, 0.0692875, -0.015362, 0.0671328, X
32.5957, 0.0692875, -0.015362, 0.0671328, X
32.5966, 0.0692875, -0.015362, 0.0671328, X
32.5976, 0.0692875, -0.015362, 0.0671328, X
32.609, 0.0705738, -0.0156541, 0.0685556, X
32.61, 0.0705738, -0.0156541, 0.0685556, X
32.6386, 0.0705738, -0.0156541, 0.0685556, X
32.6396, 0.0705738, -0.0156541, 0.0685556, X
32.6404, 0.0705738, -0.0156541, 0.0685556, X
32.6416, 0.0705738, -0.0156541, 0.0685556, X
32.6537, 0.0716788, -0.0158992, 0.069629, X
32.6545, 0.0716788, -0.0158992, 0.069629, X
32.6825, 0.0715904, -0.0158866, 0.0697226, X
32.6834, 0.0715904, -0.0158866, 0.0697226, X
32.6846, 0.0715904, -0.0158866, 0.0697226, X
32.6969, 0.0725723, -0.0160974, 0.070497, X
32.6984, 0.0725723, -0.0160974, 0.070497, X
32.7268, 0.0724829, -0.0160846, 0.0705918, X
32.7278, 0.0724829, -0.0160846, 0.0705918, X
32.729, 0.0724829, -0.0160846, 0.0705918, X
32.7416, 0.0732409, -0.0162431, 0.0712731, X
32.7424, 0.0732409, -0.0162431, 0.0712731, X
32.7705, 0.0733888, -0.0162493, 0.0711194, X
32.7714, 0.0733888, -0.0162493, 0.0711194, X
32.7726, 0.0733888, -0.0162493, 0.0711194, X
32.7847, 0.0755204, -0.0167113, 0.0731266, X
32.7858, 0.0755204, -0.0167113, 0.0731266, X
32.815, 0.0755273, -0.0166803, 0.0731266, X
32.8157, 0.0755273, -0.0166803, 0.0731266, X
32.8177, 0.0754345, -0.0166671, 0.0732253, X
32.8295, 0.07761, -0.0171198, 0.0750231, X
32.8304, 0.07761, -0.0171198, 0.0750231, X
32.859, 0.0775453, -0.0171027, 0.0750939, X
32.8598, 0.0775453, -0.0171027, 0.0750939, X
32.8609, 0.0775453, -0.0171027, 0.0750939, X
32.8726, 0.079587, -0.017553, 0.0770711, X
32.8736, 0.079587, -0.017553, 0.0770711, X
32.9037, 0.079587, -0.017553, 0.0770711, X
32.9044, 0.079587, -0.017553, 0.0770711, X
32.9056, 0.079587, -0.017553, 0.0770711, X
32.9182, 0.0810684, -0.0178875, 0.0787082, X
32.9192, 0.0811681, -0.0179017, 0.0786022, X
32.9478, 0.0810684, -0.0178875, 0.0787082, X
32.9486, 0.0810684, -0.0178875, 0.0787082, X
32.9494, 0.0810684, -0.0178875, 0.0787082, X
32.9505, 0.0810684, -0.0178875, 0.0787082, X
32.962, 0.0823175, -0.0181631, 0.079921, X
32.963, 0.0823175, -0.0181631, 0.079921, X
32.9921, 0.0823175, -0.0181631, 0.079921, X
32.9929, 0.0823175, -0.0181631, 0.079921, X
32.994, 0.0823175, -0.0181631, 0.079921, X
33.0059, 0.0832386, -0.0183743, 0.0810238, X
33.0068, 0.0833412, -0.0183889, 0.0809149, X
33.0353, 0.0832386, -0.0183743, 0.0810238, X
33.0362, 0.0832386, -0.0183743, 0.0810238, X
33.0379, 0.0833412, -0.0183889, 0.0809149, X
33.051, 0.08408, -0.01856, 0.0818428, X
33.0522, 0.0840579, -0.0186798, 0.0818382, X
33.0807, 0.0841837, -0.0185748, 0.0817328, X
33.0818, 0.0841616, -0.0186948, 0.0817282, X
33.0829, 0.0841616, -0.0186948, 0.0817282, X
33.0947, 0.0847707, -0.0187125, 0.0825151, X
33.0957, 0.0847707, -0.0187125, 0.0825151, X
33.1238, 0.0849196, -0.0188406, 0.0823326, X
33.1245, 0.0848152, -0.0188255, 0.0824436, X
33.1256, 0.0849196, -0.0188406, 0.0823326, X
33.1368, 0.0858768, -0.0190612, 0.0834755, X
33.1376, 0.0858768, -0.0190612, 0.0834755, X
33.1666, 0.0858768, -0.0190612, 0.0834755, X
33.1676, 0.0858768, -0.0190612, 0.0834755, X
33.1689, 0.0858768, -0.0190612, 0.0834755, X
33.1821, 0.0866594, -0.0191975, 0.0842286, X
33.1834, 0.0866594, -0.0191975, 0.0842286, X
33.2143, 0.0866366, -0.0193209, 0.0842239, X
33.2152, 0.0866366, -0.0193209, 0.0842239, X
33.2167, 0.0866366, -0.0193209, 0.0842239, X
33.2289, 0.0876954, -0.019557, 0.0852533, X
33.2302, 0.0878034, -0.0195727, 0.0851385, X
33.2592, 0.0876954, -0.019557, 0.0852533, X
33.2605, 0.0876954, -0.019557, 0.0852533, X
33.2614, 0.0878114, -0.0195366, 0.0851385, X
33.2625, 0.0877035, -0.019521, 0.0852533, X
33.2738, 0.0884684, -0.0196912, 0.0859968, X
33.2746, 0.0884684, -0.0196912, 0.0859968, X
33.303, 0.0884684, -0.0196912, 0.0859968, X
33.3037, 0.0884684, -0.0196912, 0.0859968, X
33.305, 0.0884684, -0.0196912, 0.0859968, X
33.3184, 0.0890317, -0.0198166, 0.0865444, X
33.3193, 0.0890317, -0.0198166, 0.0865444, X
33.35, 0.0890317, -0.0198166, 0.0865444, X
33.3507, 0.0890317, -0.0198166, 0.0865444, X
33.3518, 0.0890317, -0.0198166, 0.0865444, X
33.3644, 0.0894526, -0.0199103, 0.0869535, X
33.3654, 0.0894526, -0.0199103, 0.0869535, X
33.3947, 0.0894607, -0.0198735, 0.0869535, X
33.3961, 0.0894607, -0.0198735, 0.0869535, X
33.3976, 0.0894607, -0.0198735, 0.0869535, X
33.4102, 0.0903618, -0.020065, 0.0876033, X
33.4113, 0.0902508, -0.020049, 0.0877214, X
33.44, 0.0902508, -0.020049, 0.0877214, X
33.4409, 0.0902508, -0.020049, 0.0877214, X
33.442, 0.0902508, -0.020049, 0.0877214, X
33.4534, 0.0908044, -0.020172, 0.0882595, X
33.4543, 0.0909161, -0.0201881, 0.0881406, X
33.483, 0.0908758, -0.0201636, 0.0881878, X
33.4841, 0.0908758, -0.0201636, 0.0881878, X
33.4851, 0.0908758, -0.0201636, 0.0881878, X
33.4976, 0.0923828, -0.0204893, 0.0894196, X
33.499, 0.0923828, -0.0204893, 0.0894196, X
33.5272, 0.0923584, -0.0206207, 0.0894146, X
33.5281, 0.0923828, -0.0204893, 0.0894196, X
33.5293, 0.0923584, -0.0206207, 0.0894146, X
