DOP, Force
0.00754757, 0.125735
0.00754757, 0.125735
0.00754757, 0.125735
0.00754757, 0.125735
0.00758304, 0.126329
0.00758304, 0.126329
0.00758304, 0.126329
0.00758304, 0.126329
0.00758304, 0.126329
0.00765033, 0.127445
0.00765033, 0.127445
0.00765033, 0.127445
0.00765033, 0.127445
0.00765033, 0.127445
0.0076971, 0.128227
0.0076971, 0.128227
0.0076971, 0.128227
0.0076971, 0.128227
0.0076971, 0.128227
0.00781622, 0.130193
0.00781622, 0.130193
0.00781622, 0.130193
0.00781622, 0.130193
0.00781622, 0.130193
0.00790178, 0.131618
0.00790178, 0.131618
0.00790178, 0.131618
0.00790178, 0.131618
0.00790178, 0.131618
0.00790178, 0.131618
0.00804861, 0.134044
0.00804861, 0.134044
0.00804861, 0.134044
0.00804861, 0.134044
0.00804861, 0.134044
0.00815683, 0.135845
0.00815683, 0.135845
0.00815683, 0.135845
0.00815683, 0.135845
0.00815683, 0.135845
0.00824063, 0.137239
0.00824063, 0.137239
0.00824063, 0.137239
0.00824063, 0.137239
0.00824063, 0.137239
0.00830834, 0.138368
0.00830834, 0.138368
0.00830834, 0.138368
0.00830834, 0.138368
0.00830834, 0.138368
0.00836315, 0.139283
0.00836315, 0.139283
0.00836315, 0.139283
0.00836315, 0.139283
0.00836315, 0.139283
0.00840619, 0.140003
0.00840619, 0.140003
0.00840619, 0.140003
0.00840619, 0.140003
0.00840619, 0.140003
0.0085251, 0.141969
0.0085251, 0.141969
0.0085251, 0.141969
0.0085251, 0.141969
0.0085251, 0.141969
0.0085251, 0.141969
0.00861188, 0.143415
0.00861188, 0.143415
0.00861188, 0.143415
0.00861188, 0.143415
0.00861188, 0.143415
0.00867831, 0.144522
0.00867831, 0.144522
0.00867831, 0.144522
0.00867831, 0.144522
0.00867831, 0.144522
0.00877103, 0.146059
0.00877103, 0.146059
0.00877103, 0.146059
0.00877103, 0.146059
0.00877103, 0.146059
0.00888127, 0.147888
0.00888127, 0.147888
0.00888127, 0.147888
0.00888127, 0.147888
0.00888127, 0.147888
0.00896495, 0.149283
0.00896495, 0.149283
0.00896495, 0.149283
0.00896495, 0.149283
0.00896495, 0.149283
0.00903007, 0.150369
0.00903007, 0.150369
0.00903007, 0.150369
0.00903007, 0.150369
0.00903007, 0.150369
0.00908097, 0.15122
0.00908097, 0.15122
0.00908097, 0.15122
0.00908097, 0.15122
0.00908097, 0.15122
0.00908097, 0.15122
0.00912187, 0.151905
0.00912187, 0.151905
0.00912187, 0.151905
0.00912187, 0.151905
0.00912187, 0.151905
0.00923797, 0.153824
0.00923797, 0.153824
0.00923797, 0.153824
0.00923797, 0.153824
0.00923797, 0.153824
0.00932187, 0.155223
0.00932187, 0.155223
0.00932187, 0.155223
0.00932187, 0.155223
0.00932187, 0.155223
0.00938535, 0.156282
0.00938535, 0.156282
0.00938535, 0.156282
0.00938535, 0.156282
0.00938535, 0.156282
0.00947777, 0.157814
0.00947777, 0.157814
0.00947777, 0.157814
0.00947777, 0.157814
0.00947777, 0.157814
0.00954631, 0.158958
0.00954631, 0.158958
0.00954631, 0.158958
0.00954631, 0.158958
0.00954631, 0.158958
0.00959817, 0.159824
0.00959817, 0.159824
0.00959817, 0.159824
0.00959817, 0.159824
0.00959817, 0.159824
0.00959817, 0.159824
0.00963814, 0.160493
0.00963814, 0.160493
0.00963814, 0.160493
0.00963814, 0.160493
0.00963814, 0.160493
0.00966913, 0.161014
0.00966913, 0.161014
0.00966913, 0.161014
0.00966913, 0.161014
0.00966913, 0.161014
0.00969151, 0.161391
0.00969151, 0.161391
0.00969151, 0.161391
0.00969151, 0.161391
0.00969151, 0.161391
0.00975073, 0.162373
0.00975073, 0.162373
0.00975073, 0.162373
0.00975073, 0.162373
0.00975073, 0.162373
0.00979284, 0.163077
0.00979284, 0.163077
0.00979284, 0.163077
0.00979284, 0.163077
0.00979284, 0.163077
0.00986497, 0.164271
0.00986497, 0.164271
0.00986497, 0.164271
0.00986497, 0.164271
0.00986497, 0.164271
0.00991587, 0.165121
0.00991587, 0.165121
0.00991587, 0.165121
0.00991587, 0.165121
0.00991587, 0.165121
0.00991587, 0.165121
0.00995285, 0.165739
0.00995285, 0.165739
0.00995285, 0.165739
0.00995285, 0.165739
0.00995285, 0.165739
0.0100233, 0.166905
0.0100233, 0.166905
0.0100233, 0.166905
0.0100233, 0.166905
0.0100233, 0.166905
0.0101165, 0.16845
0.0101165, 0.16845
0.0101165, 0.16845
0.0101165, 0.16845
0.0101165, 0.16845
0.0103121, 0.171681
0.0103121, 0.171681
0.0103121, 0.171681
0.0103121, 0.171681
0.0103121, 0.171681
0.0105393, 0.175445
0.0105393, 0.175445
0.0105393, 0.175445
0.0105393, 0.175445
0.0105393, 0.175445
0.0107515, 0.178966
0.0107515, 0.178966
0.0107515, 0.178966
0.0107515, 0.178966
0.0107515, 0.178966
0.0109168, 0.181715
0.0109168, 0.181715
0.0109168, 0.181715
0.0109168, 0.181715
0.0109168, 0.181715
0.0109168, 0.181715
0.0110549, 0.184013
0.0110549, 0.184013
0.0110549, 0.184013
0.0110549, 0.184013
0.0110549, 0.184013
0.0111702, 0.185935
0.0111702, 0.185935
0.0111702, 0.185935
0.0111702, 0.185935
0.0111702, 0.185935
0.0113112, 0.188278
0.0113112, 0.188278
0.0113112, 0.188278
0.0113112, 0.188278
0.0113112, 0.188278
0.0114671, 0.190869
0.0114671, 0.190869
0.0114671, 0.190869
0.0114671, 0.190869
0.0114671, 0.190869
0.0116319, 0.193609
0.0116319, 0.193609
0.0116319, 0.193609
0.0116319, 0.193609
0.0116319, 0.193609
0.0118058, 0.196499
0.0118058, 0.196499
0.0118058, 0.196499
0.0118058, 0.196499
0.0118058, 0.196499
0.0120256, 0.200145
0.0120256, 0.200145
0.0120256, 0.200145
0.0120256, 0.200145
0.0120256, 0.200145
0.0120256, 0.200145
0.0124042, 0.206417
0.0124042, 0.206417
0.0124042, 0.206417
0.0124042, 0.206417
0.0124042, 0.206417
0.0126859, 0.211111
0.0126859, 0.211111
0.0126859, 0.211111
0.0126859, 0.211111
0.0126859, 0.211111
0.0129103, 0.214847
0.0129103, 0.214847
0.0129103, 0.214847
0.0129103, 0.214847
0.0129103, 0.214847
0.0130968, 0.217954
0.0130968, 0.217954
0.0130968, 0.217954
0.0130968, 0.217954
0.0130968, 0.217954
0.013252, 0.220541
0.013252, 0.220541
0.013252, 0.220541
0.013252, 0.220541
0.013252, 0.220541
0.0133835, 0.222735
0.0133835, 0.222735
0.0133835, 0.222735
0.0133835, 0.222735
0.0133835, 0.222735
0.0134944, 0.224586
0.0134944, 0.224586
0.0134944, 0.224586
0.0134944, 0.224586
0.0134944, 0.224586
0.0134944, 0.224586
0.013586, 0.226115
0.013586, 0.226115
0.013586, 0.226115
0.013586, 0.226115
0.013586, 0.226115
0.0136578, 0.227315
0.0136578, 0.227315
0.0136578, 0.227315
0.0136578, 0.227315
0.0136578, 0.227315
0.0137115, 0.228214
0.0137115, 0.228214
0.0137115, 0.228214
0.0137115, 0.228214
0.0137115, 0.228214
0.0137515, 0.228884
0.0137515, 0.228884
0.0137515, 0.228884
0.0137515, 0.228884
0.0137515, 0.228884
0.013777, 0.229313
0.013777, 0.229313
0.013777, 0.229313
0.013777, 0.229313
0.013777, 0.229313
0.0137913, 0.229555
0.0137913, 0.229555
0.0137913, 0.229555
0.0137913, 0.229555
0.0137913, 0.229555
0.0137963, 0.229642
0.0137963, 0.229642
0.0137963, 0.229642
0.0137963, 0.229642
0.0137963, 0.229642
0.0137963, 0.229642
0.0137932, 0.229592
0.0137932, 0.229592
0.0137932, 0.229592
0.0137932, 0.229592
0.0137932, 0.229592
0.0137838, 0.229439
0.0137838, 0.229439
0.0137838, 0.229439
0.0137838, 0.229439
0.0137838, 0.229439
0.0137678, 0.229175
0.0137678, 0.229175
0.0137678, 0.229175
0.0137678, 0.229175
0.0137678, 0.229175
0.0137478, 0.228844
0.0137478, 0.228844
0.0137478, 0.228844
0.0137478, 0.228844
0.0137478, 0.228844
0.0137247, 0.228462
0.0137247, 0.228462
0.0137247, 0.228462
0.0137247, 0.228462
0.0137247, 0.228462
0.013741, 0.228726
0.013741, 0.228726
0.013741, 0.228726
0.013741, 0.228726
0.013741, 0.228726
0.0137421, 0.228745
0.0137421, 0.228745
0.0137421, 0.228745
0.0137421, 0.228745
0.0137421, 0.228745
0.0137358, 0.228641
0.0137358, 0.228641
0.0137358, 0.228641
0.0137358, 0.228641
0.0137358, 0.228641
0.0137358, 0.228641
0.0137238, 0.22844
0.0137238, 0.22844
0.0137238, 0.22844
0.0137238, 0.22844
0.0137238, 0.22844
0.0137512, 0.228889
0.0137512, 0.228889
0.0137512, 0.228889
0.0137512, 0.228889
0.0137512, 0.228889
0.013849, 0.230501
0.013849, 0.230501
0.013849, 0.230501
0.013849, 0.230501
0.013849, 0.230501
0.0139993, 0.232984
0.0139993, 0.232984
0.0139993, 0.232984
0.0139993, 0.232984
0.0139993, 0.232984
0.0141471, 0.235433
0.0141471, 0.235433
0.0141471, 0.235433
0.0141471, 0.235433
0.0141471, 0.235433
0.0142996, 0.237961
0.0142996, 0.237961
0.0142996, 0.237961
0.0142996, 0.237961
0.0142996, 0.237961
0.0144164, 0.0023499
0.0144164, 0.00237669
0.0144164, 0.00240705
0.0144164, 0.0024407
0.0144164, 0.00247732
0.0144164, 0.00251655
0.0145962, 0.00258978
0.0145962, 0.00263372
0.0145962, 0.00267929
0.0145962, 0.00272627
0.0145962, 0.00277443
0.014906, 0.00288328
0.014906, 0.00293453
0.014906, 0.00298684
0.014906, 0.0030404
0.014906, 0.00309545
0.0151419, 0.0032022
0.0151419, 0.003262
0.0151419, 0.00332411
0.0151419, 0.00338865
0.0151419, 0.00345573
0.0153305, 0.00356926
0.0153305, 0.00364228
0.0153305, 0.00371768
0.0153305, 0.00379524
0.0153305, 0.00387468
0.0154896, 0.00399675
0.0154896, 0.00407977
0.0154896, 0.00416358
0.0154896, 0.00424772
0.0154896, 0.00433175
0.0156226, 0.00445322
0.0156226, 0.00453635
0.0156226, 0.004618
0.0156226, 0.00469772
0.0156226, 0.0047751
0.0157373, 0.00488544
0.0157373, 0.00495754
0.0157373, 0.00502621
0.0157373, 0.00509117
0.0157373, 0.00515219
0.0157373, 0.00520905
0.0158357, 0.00529466
0.0158357, 0.00534314
0.0158357, 0.00538712
0.0158357, 0.00542658
0.0158357, 0.0054615
0.0159174, 0.00552041
0.0159174, 0.00554656
0.0159174, 0.00556834
0.0159174, 0.00558587
0.0159174, 0.00559927
0.0159843, 0.00563239
0.0159843, 0.005638
0.0159843, 0.00563992
0.0159843, 0.00563833
0.0159843, 0.00563339
0.0160786, 0.00565848
0.0160786, 0.00564737
0.0160786, 0.00563353
0.0160786, 0.00561722
0.0160786, 0.00559874
0.0161469, 0.00560219
0.0161469, 0.00558011
0.0161469, 0.00555667
0.0161469, 0.00553209
0.0161469, 0.00550659
0.0162415, 0.00551244
0.0162415, 0.00548548
0.0162415, 0.00545815
0.0162415, 0.00543064
0.0162415, 0.00540313
0.0163523, 0.00541245
0.0163523, 0.00538533
0.0163523, 0.00535876
0.0163523, 0.00533293
0.0163523, 0.00530803
0.0164751, 0.00532385
0.0164751, 0.00530109
0.0164751, 0.00527972
0.0164751, 0.00525988
0.0164751, 0.00524167
0.0164751, 0.00522521
0.0166498, 0.00526567
0.0166498, 0.00525283
0.0166498, 0.00524206
0.0166498, 0.0052335
0.0166498, 0.00522729
0.0168636, 0.0052905
0.0168636, 0.00528943
0.0168636, 0.00529121
0.0168636, 0.00529603
0.0168636, 0.00530407
0.0170231, 0.00536577
0.0170231, 0.00538075
0.0170231, 0.00539923
0.0170231, 0.00542112
0.0170231, 0.00544631
0.0172352, 0.00554262
0.0172352, 0.00557422
0.0172352, 0.00560858
0.0172352, 0.00564555
0.0172352, 0.00568497
0.0174409, 0.00579501
0.0174409, 0.00583942
0.0174409, 0.00588587
0.0174409, 0.00593421
0.0174409, 0.00598426
0.0177281, 0.006135
0.0177281, 0.00618896
0.0177281, 0.00624437
0.0177281, 0.00630128
0.0177281, 0.00635976
0.0180762, 0.00654576
0.0180762, 0.00660903
0.0180762, 0.00667445
0.0180762, 0.0067423
0.0180762, 0.00681287
0.0180762, 0.00688645
0.0183421, 0.00706586
0.0183421, 0.00714737
0.0183421, 0.00723244
0.0183421, 0.00732103
0.0183421, 0.00741296
0.0185576, 0.00759626
0.0185576, 0.00769519
0.0185576, 0.00779646
0.0185576, 0.00789952
0.0185576, 0.0080038
0.0187802, 0.00820594
0.0187802, 0.00831209
0.0187802, 0.00841763
0.0187802, 0.00852201
0.0187802, 0.00862468
0.0190023, 0.00882837
0.0190023, 0.0089274
0.0190023, 0.0090234
0.0190023, 0.00911605
0.0190023, 0.00920511
0.0192241, 0.00939879
0.0192241, 0.00948106
0.0192241, 0.00955924
0.0192241, 0.00963331
0.0192241, 0.00970327
0.0194433, 0.00988057
0.0194433, 0.00994321
0.0194433, 0.010002
0.0194433, 0.010057
0.0194433, 0.0101084
0.0197007, 0.0102908
0.0197007, 0.0103363
0.0197007, 0.010379
0.0197007, 0.0104191
0.0197007, 0.010457
0.0199419, 0.0106216
0.0199419, 0.0106566
0.0199419, 0.0106906
0.0199419, 0.0107238
0.0199419, 0.0107564
0.0199419, 0.0107888
0.020258, 0.0109924
0.020258, 0.0110254
0.020258, 0.011059
0.020258, 0.0110935
0.020258, 0.0111292
0.0205856, 0.0113469
0.0205856, 0.0113868
0.0205856, 0.011429
0.0205856, 0.0114739
0.0205856, 0.0115218
0.0209213, 0.0117614
0.0209213, 0.0118167
0.0209213, 0.0118757
0.0209213, 0.0119383
0.0209213, 0.0120048
0.0212685, 0.0122754
0.0212685, 0.0123507
0.0212685, 0.0124298
0.0212685, 0.0125126
0.0212685, 0.0125991
0.0215798, 0.0128748
0.0215798, 0.0129693
0.0215798, 0.0130668
0.0215798, 0.013167
0.0215798, 0.0132695
0.0218724, 0.0135551
0.0218724, 0.0136622
0.0218724, 0.0137703
0.0218724, 0.0138787
0.0218724, 0.0139872
0.0221048, 0.0142449
0.0221048, 0.0143528
0.0221048, 0.0144589
0.0221048, 0.0145628
0.0221048, 0.0146637
0.0221048, 0.0147612
0.0223381, 0.0150114
0.0223381, 0.0151013
0.0223381, 0.0151863
0.0223381, 0.0152659
0.0223381, 0.0153399
0.0225658, 0.0155651
0.0225658, 0.015628
0.0225658, 0.0156847
0.0225658, 0.0157354
0.0225658, 0.01578
0.022789, 0.0159751
0.022789, 0.0160083
0.022789, 0.0160358
0.022789, 0.0160579
0.022789, 0.0160749
0.0230476, 0.0162693
0.0230476, 0.0162771
0.0230476, 0.0162807
0.0230476, 0.0162807
0.0230476, 0.0162776
0.0233703, 0.0164993
0.0233703, 0.0164914
0.0233703, 0.0164822
0.0233703, 0.0164722
0.0233703, 0.0164624
0.0236088, 0.0166216
0.0236088, 0.0166139
0.0236088, 0.0166081
0.0236088, 0.0166045
0.0236088, 0.0166034
0.0239226, 0.0168249
0.0239226, 0.0168289
0.0239226, 0.0168356
0.0239226, 0.0168451
0.0239226, 0.0168575
0.0239226, 0.0168728
0.0241591, 0.0170585
0.0241591, 0.0170803
0.0241591, 0.017105
